datetime,open,high,low,close,volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
2020-10-16,2.2648,2.269,2.1071,2.1398,1546650.13,1602892799999,3372968.58720200,16129,692466.44000000,1512297.36917400,0
2020-10-17,2.1374,2.2462,2.1107,2.2053,482249.55,1602979199999,1058101.06108200,5450,229039.30000000,502570.10981000,0
2020-10-18,2.2031,2.2595,2.1763,2.215,478921.26,1603065599999,1061887.09760100,5044,200173.53000000,444254.85453400,0
2020-10-19,2.2137,2.2148,2.05,2.0592,909217.19,1603151999999,1903930.17830900,9244,427766.85000000,895784.97716800,0
2020-10-20,2.0552,2.108,1.8401,1.885,1933167.04,1603238399999,3745710.46875400,17172,846647.34000000,1640259.74933700,0
2020-10-21,1.8873,2.11,1.8415,1.8887,3222724.75,1603324799999,6268421.04097100,27731,1534139.25000000,2986840.05338500,0
2020-10-22,1.8868,2.09,1.8481,1.9582,1624778.09,1603411199999,3222019.14619200,15518,811626.95000000,1611410.69204700,0
2020-10-23,1.9566,1.9902,1.85,1.959,1559992.35,1603497599999,3003774.15618000,14300,798355.50000000,1541482.26762000,0
2020-10-24,1.9652,1.973,1.88,1.9142,748093.83,1603583999999,1442961.13564100,7136,330710.09000000,638792.31009500,0
2020-10-25,1.9175,1.9244,1.76,1.7926,1365865.99,1603670399999,2529847.69591200,12507,529076.39000000,979735.83022700,0
2020-10-26,1.7925,1.8685,1.6121,1.6799,2021871.84,1603756799999,3511995.56841400,18268,931978.07000000,1626153.78501100,0
2020-10-27,1.6771,1.75,1.5906,1.711,2591095.37,1603843199999,4356215.36409000,18449,1218694.34000000,2052482.94476200,0
2020-10-28,1.7084,1.7255,1.4508,1.518,3354618.28,1603929599999,5216558.27784000,24005,1470357.41000000,2286343.75106400,0
2020-10-29,1.5166,1.5754,1.4148,1.4327,1233628.05,1604015999999,1842933.59214200,9134,576748.09000000,863067.54026200,0
